;from_user_description;Party
;On apprend à être heureux quand on comprend qu'être triste ne sert à rien.  #Fier d'être un fan de #macron ##Macron2022#❤🇨🇵#❤ 🇨🇮#;LREM
;#LREM #EmmanuelMacronPrésident2022 #SoutienFDO #Vacciné #SoutienDupontMoretti  (⛔#RN #LFI #PS #LR 🚮) #Antivax dégagez de ma TL ou 🦂💣🥊;LREM
;Humaniste, Insoumise & patriote (c'est pas incompatible). Je suis qui me suis sauf #LREM/#RN/#PS ! Je bloque les #Complotistes & #QAnons je suis #Teaminsoumis;LFI
;Auvergnat,athée,handicapé,retraité, détestant le RN,LREM, LR pour l'union des GAUCHES avec FI et l'ASM rugby,ex prof, éducateur, plongeur,photographe,;LFI
;Homme #Humaniste, #feministe, #ecologiste , #social, vraies valeurs de #gauche. DM ouverts  @franceinsoumise @PCF @GenerationsMvt @EELV #touscontremacron;PCF
;Député. Président du groupe GDR à l'Assemblée nationale @deputesPCF . #PCF https://t.co/CjNvSBbNJ7 https://t.co/ceTX5GnEJm;PCF
;Membre du CN du @MoDem 🇨🇵🇪🇺 Conseillère municipale à FSM;MoDem
;Président du groupe La République En Marche à l'Assemblée Nationale, Député des Alpes-de-Haute-Provence.;LREM
;#JLM2022 #LAEC #insoumis #6erepublique #noussommespour #LREM/RNophobe;LFI
;Conseiller Régional 2015 - 2021 - BP LR 2014 - 2021 - Conservateur - Valeurs de droite - Contre les alliances LR / EM - Entrepreneur #industrie;LR
;Les révolutionnaires sont souvent des ratés du suffrage universel.  E Macron.;LREM
;Député (UDI) de la 6ème circonscription d'Ille-et-Vilaine, Auparavant Conseiller départemental #AssembleeNationale #Bretagne #PaysDeFougères;UDI
;née en 1956, membre du PCF, auxiliaire de vie sociale;PCF
;Qui s'y frotte s'y pique déteste la langue de bois pour une droite forte 🇫🇷Soutien #LaurentWauquiez et #FXB 07 mai 2017 pas voté Macron l’héritier de Hollande;LR
;Jeune maman comblée 👶👶 Megan sans H ni E Extrême centriste (il paraît) 🧐 ▫️Patriote▫️Vive la République !  #Macron #Vraiefeministe;LREM
;Janot vacciné 🌍🇫🇷  🐼 citoyen libre #Macron2022   Anti-#RN & #LFI soutien aux FDO;LREM
;😷 * 🇨🇵 🇪🇺   #MajoritéSilencieuseVaccinée  👍  * LREM * Macron2022  *    Bloque tous les racistes,peu importe leur couleur de peau ! Non aux extrêmes !;LREM
;Élu conseiller délégué à l'#Emploi, l'#Insertion et au #DialogueSocial #Lyon3eme  Responsable du #PCF sur Lyon 3/6 Cofondateur de l'#AMAP les Paniers du 3eme;PCF
;Privilégier des bons moments, si possible tous les jours. Prendre le temps, en profiter, se souvenir. Lecture, cuisine, concerts, tourisme En Marche avec Macron;LREM
;Députée de la 7e circonscription du Nord #UDI - Membre @AN_AfSoc  Conseillère Régionale Hauts de France #HDF #SeBattrePourVous  http://facebook.com/ValerieSixAN;UDI
;fervent supporter d'une gauche intègre,progressiste et réformatrice depuis toujours & LREM depuis le début et toujours fier de l'être.;LREM
;Le Rassemblement National est un mouvement politique français, patriote et souverainiste présidé par @MLP_officiel.;RN
;Socialiste devenue Macroniste / Macronlâtre / Macronnarde. Féministe anti-dérives, écologiste raisonnable, anti-extrêmes rouges bruns verts, anti-anti-FDO.;LREM
;conseiller gestion patrimoine. lrem et fière de l être !vaccinée complet;LREM
;#Bienveillance mais #PasNaïf #Débat #Nuance 🇨🇵 #Macron #Foot #Vacances #ProfiterDeLaVie ☀️;LREM
;Zombie selon #Philippot Fasciste pour #Hidalgo #Macronard pour beaucoup #TeamPainAuChocolat. Mes Tweets ne sont téléguidés par personne. #PfizeriséV2;LREM
;Expert Relations institutionnelles Conseiller Parlementaire #Calédonie  Délégué UDI de Paris Délégué Général @LesClubsPR Membre fondateur @UDI_off;UDI
;pour la libération de la France de ceux qui la polluent, racailles ou macroneux // sympathisant LR mais zemmouriste;LR
;Maire de Saint-Sulpice-La-Pointe | Vice-président CCTA | Référent LREM Tarn (81) | Directeur Régional Sud-Ouest;LREM
;😂😂😂 2ème compte bloqué. 😊 Je soutiens LFI.  🤢🤢🤮🤮larem/rn, même chose.;LFI
;Extrémistes de tous bords , intégristes religieux de toutes confessions , trolls et blablateurs à oeillères passez votre chemin  #EM...;LREM
;Je ne les aime pas. Pas par racisme. Par instinct. #Zemmour #RN #Siel -Selon son mérite- #Napoléon JMLP avait raison, pleurez maintenant Diaphane Veggie 😺😺😺;RN
;Député du Loiret / Membre commission des affaires économiques / Secrétaire général adjoint du Modem;MoDem
;Ingénieur automobile retraité athée attaché aux valeurs de gauche (pas aux incantations), soutien actif d'EM dhttp://www.youtube.com/watch?v=guYdxt3YLB4;LREM
;Présidente du groupe @RNational_off en @NvelleAquitaine / Membre du Bureau Exécutif du RN / Déléguée départementale du @RN33_officiel;RN
;Ecologiste (EELV)  Conseiller Départemental du 56 (président du groupe gauche et écologiste) Chef de file de l'opposition à Lorient (Lorient en Commun);EELV
;Majorité silencieuse qui ne veut plus se taire. Libérale, progressiste, centriste, citoyenne européenne. Ex-socialiste déçue par les promesses non tenues. #LREM;LREM
;Si vous avez décidé de ne pas vous faire chier,on vous emmerdera. Fiché politique sous la présidence Macron🤛🖕 #JLM2022🔻;LFI
;Étudiant en  Droit- Passionné d'Affaires publiques- Élu Comité départemental LR 57- #teamUNI - RT et Likes ≠ approbation.;LR
;☦️ 🇸🇪🇬🇷 Journaliste honoraire (AFP) // Sarkozyste // No primaires no Lrem no Rn;LR
;✉✉la pipe au bec et reagir gentillement✉✉je suis quelque fois bloqué . fan de DE GAULLE, de Osez la France et Aubert, et Wauquiez . MACRON ET SES LREM JAMAIS .;LR
;Pour mon fils l'amour de ma vie, on va vaincre ensemble ce neuroblastome! Devenons ensemble la meilleure version de nous même.  runner et #enmarche/LREM;LREM
;"Infirmier retraité; de gauche (a voté Macron); catho; laïque; contre tous les extrémistes; parisien; père et gd-père; fam. d'accueil; supp du PSG, Red Star, PFC";LREM
;Compte officiel de la fédération UDI du 15e arrondissement de Paris #proximite #réflexion #action;UDI
;Dans les poubelles médiatiques : combat de la bêtise humaine...Dur labeur. Macroniste-Bonapartiste..;LREM
;Pour un Keynésianisme de Gauche radical, Pour l'auto-gestion,pour l'ESS PCF Union syndicale SOLIDAIRES Radical, pas extremiste;PCF
;🇫🇷 Députée des Yvelines #LREM 🏛️ @AN_Defense • Assemblée parlementaire franco-allemande #APFA #EuropeDéfense •  #Nucléaire • #RodéoMotorisés •#DépotsSauvages;LREM
;déteste les cons , la mauvaise foi, le mensonge....#ennemie de la répub.nooon pas moi, juste je vote LFI.;LFI
;Compte officiel de La République en Marche @enmarchefr dans les #HautsdeSeine avec @emmanuelmacron et la majorité présidentielle. 22 639 adhérents. #EM #LaREM92;LREM
;🇫🇷 et fière de l´être Zemmour Trump anti LREM pour une alliance LR/RN;LR
;#jeViensduPS #macron2022 Passe ton chemin si tu fais partie des groupes que j'exécre tel que RN LFI gilets jaunes.;PS
;Service Militaire effectué. Emmanuel Macron 2017-2027. LREM Paca. Vaccination Covid effectuée. Anti Extrêmes RN/LFI/VERTS. Ni les Roses. Ni les LR. OM.;LREM
;honni soit qui mal y penseᆞ2◌2◌ᆞStop l'extrémismeᆞ#gestesbarrièresᆞ(#LFI=#FN)ᆞʿNe les sifflez pas, combattez-lesʾᆞ(🇪🇺#EM22🇫🇷) (ha!oui: je bloque les trolls);LREM
;En Marche depuis 2016 ... Macroniste pour certains, Macronard pour d’autres mais surtout fier de l’être;LREM
;Chronique de la France qui s'est mise En Marche! le 7 mai 2017 à 20 heures. #Macron2022 #EnMarche #LREM #FBPE #MacronPresident @emmanuelMacron @enmarchefr;LREM
;Patriote #AntiFN LREM 🚶🏻ex Alpine Rédélé 🇫🇷🇪🇺#Macron2022;LREM
;RETRAITÉE EN ACTIVITÉ SUR TWEETER E.Macron 2022 🇫🇷 Bloque systématiquement les agressifs, violents, idiots etc;LREM
;Membre du RN • Mariniste 🇫🇷 • Social-conservateur • Militant du Handicap ♿️;RN
;Bac +35 - Grandes Ecoles de La Vie travailleur indépendant . Je soutiens le président E.Macron.;LREM
;Toujours vent debout face au #RN, je vomis #LFI.  Ancien #LR, dorénavant sur l'épaule droite d'E. #Macron,  tout en appréciant son épaule gauche.;LREM
;EM!;LREM
;Élus & politiques - Macron-compatible mais vigilante - déteste mensonge et vulgarité - anti extrêmes absolument - désolée suis Francilienne #stopMacronBashing;LREM
;Maire de La Roque D'Antheron • Conseiller d' @AMPMetropole #transports, mobilité, déplacements • entrepreneur • #avecBLM #LREM;LREM
;Ingénieur - Ethics & Compliance - #réparerParis - Art Nouveau - Japon - Emmanuel Macron 2022;LREM
;Délégué Départemental RN 85 Membre de la CNI   Conseiller Municipal St Hilaire de Riez Conseiller Régional Vendée Membre Conseil national RN;RN
;membre de Gaylib 🏳️‍🌈 membre de l'Udi 🇨🇵 Comptable Taxateur 🖥;UDI
;Referente La République En Marche 11ème arrondissement Paris. #En_marche depuis le 10 avril 2016 et en « même temps » consultante, mariée, mère de 2 ados.;LREM
;Élu #LR #Lyon 2014-2020.  Délégué LR 1ere circo du Rhone #Securité #Patrimoine #Economie #Environnement #LyonTurin #Mobilite  Youtube : https://t.co/ICdc31TR0f;LR
;Republicain,j'ai voté macron, et je suis allergique aux extrêmes,et défenseur de la cause animale;LR
;« Il ne faut pas faire la guerre aux pauvres mais à la pauvreté ». L’abbé Pierre #militantactif #Franceinsoumise #GJ ⛔️ #RN , #LREM , #LR ..;LFI
;Macron, aviation, libre-penseur, #Macron2022, #JoeBiden, La laïcité n’a jamais tué personne;LREM
;7 ans de mariage le 06/09/20   avec christophe❤🏳️‍🌈🇫🇷🇪🇺 LREM;LREM
;Français🇨🇵 d'origine Portugaise🇵🇹. Humaniste de Droite et pro Européen🇪🇺. Respectant l'Histoire et la vérité. 🌍 Anti victimaires (≠ victimes).🗾🧭😁#LREM;LREM
;Maître de conférence à @sciencespo - Ancien Député de Seine-et-Marne - Membre du Conseil national du Parti socialiste;PS
;Adhérente #RN  Candidate aux élections municipales 2020 Candidate #departementales2021  Soutien #edwigediaz #régionales2021;RN
;Conseillère Régionale de Normandie & Conseillère municipale Rassemblement National à Port Jérôme-sur-Seine, Seine Maritime.;RN
;"ex-Maire-adjoint #politiquedelaville à Saint-Denis #SSD93 ; militant du Parti de Gauche #PG #LFI ; bloque les bots macronistes";LFI
;🇫🇷 Sénateur @RNational_off des Bouches-du-Rhône (13) | Président du groupe Rassemblement National au conseil municipal de #Marseille;RN
;Il faudrait essayer d'être heureux, ne serait-ce que pour donner l'exemple (Prévert) 1souche c'est 1arbre mort (Eolas) Pour être, il faut naître (Raje) #EM🇫🇷;LREM
;Référent départemental LREM Yonne. Conseiller National LREM. Président du Conseil Territorial et Comité Politique LREM 89. Coordinateur de la Grde Marche 2016;LREM
;Quel que soit l'obstacle... Gauchiste passe ton chemin tu ne m'intéresse pas... Vivement 2022 le RN arrive les autres dégagent dans la poubelle de l'histoire.;RN
;📛Macron NON📛 N.Sarkozy forever « Si les abattoirs étaient en verre, tout le monde serait végétarien » Paul Mc Cartney 🇷🇸🇫🇷;LR
;mes tweets n’engagent que moi. Soutient total aux réformes du Président Macron courageux après 40 ans d’immobilismes. Soyez intelligent. Rejet de la violence;LREM
;52 ans ex adhérent les républicain et  milite pour le retour de Laurent Wauquiez  pour la présidentielle et bien entendu anti Macron;LR
;Sénateur #ValdOise • Porte-parole #Socialiste • Président délégué Groupe #PS #Sénat • BN #PS #FNESR • 1er fédéral #ValdOise • Club #LeTempsDesConquêtes • 🇫🇷;PS
;Bloque sans façon et sans état d’âme / carpe diem mais de plus en plus compliqué.... Bloquée par Bruno Gaccio #TeamMacron #LREM #ADMD 💯% vaccinée 💉;LREM
;Diplômé en européisme  🇪🇺🏳️‍🌈  -schwartziologie- Macron 2022 pour retrouver lavidavan et tous ses agréments !;LREM
;Candidate Canton Angers 1 aux départementales 2021 pour la France Insoumise aux côtés de Romain Laveau EELV;LFI
;Compte officiel du #MoDem, mouvement politique présidé par François @Bayrou;MoDem
;French banker with an EM twist. I like to be proven wrong. Politics, Finance, Economics, Paris and other geeky stuffs;LREM
;Rassemblement National #Montpellier. Candidat canton #Pignan. #Garraud2021 #départementales2021 #montpellierpolitique  Télégram https://t.co/032Ej3cTF7;RN
;🏛️ Sénateur de la #SeineSaintDenis #93 / @senateursCRCE @PCF / Non à la privatisation et au démantèlement #EDF #Hercule #Energie / 🚇 Usager quotidien @RERB;PCF
;Député de la 1ère circonscription des Landes. membre commission Défense, Président groupe d'amitié France Singapour, ex maire de Sanguinet #MoDem et apparentés;MoDem
;#TeamPatriotes #RN #Zemmour #Cookingchef #Saucissons #antipass 🐕🐈🐖🐼🍷🍻🔪⚽️🎉;RN
;Trésorier du Rassemblement National @RNational_off | Président du groupe RN Île-de-France @RNational_IDF | Membre du bureau exécutif et du conseil national 🇫🇷;RN
;🇮🇹🇫🇷🇪🇺  Vaccinée    Soutien PR E MACRON;LREM
;Conseillère Municipale de Saint-Quentin sur le Homme Conseillère Régionale de Normandie Déléguée Départementale du RN Manche;RN
;Team mobilités & égalitéFH #velotaf #Solutionvelo #villeahauteurdenfant . LREM& Renouveau Bordeaux. Maman*3 🧗‍♀️🧘🏼‍♀️🏃‍♀️;LREM
;Conseiller Municipal de Lagny-sur-Marne de 2001 à 2020 - Adhérent de La République En Marche ! depuis fév. 2017 - Ingénieur de Recherche en Chimie chez L'Oréal;LREM
;Fan des plantes et des animaux ! La France a besoin d' être dirigée!  LR , (mais pas droite molle) ! L W, J. Aubert, FX Bellamy, B. Retailleau ! Non  Macron!;LR
;📍🇫🇷🍷💡#Patriote💡🍷🇫🇷📍#Résistance/#Laïcité ✏📰🕯#Liberté d'expression🕯📰✏👉GCCIP ☢Anti-hypocrite Anti-censureur☢ #JaimeMaFrance #JeSoutiensZemmour #RN;RN
;Fils de migrants Andalous, élevé et éduqué à Reims. Athée. Fan de Barbara.  Vacciné contre JLM. et MLP. #Macron #LGBT;LREM
;#Macron2022 #LREM #vacciné #Vaccinevous #OuiAuPassSanitaire ( #antivax et #antipass ) #prison;LREM
;aime des belles choses, déteste les cons. pro vaccins, pro Macron, soutient les FDO, bloque des extrêmes;LREM
;Dans la Manche comme ailleurs, ne pas faire un choix, c'est faire le mauvais choix. #LREM Avranches-Baie-Bocage #Macron2022 pour continuer les réformes;LREM
;retraitée Formateur IUFM Militante de l'Ecole Publique  Fidèle Héritière des valeurs justice solidarité humanisme.MACRON 2022;LREM
;Procureur selon Macron 😉 Fière d'être Française  mais triste de voir mon pays perdre de sa grandeur    Adhérente   RN #JeSuisPatriote 🇨🇵  Née un 13 juin;RN
;Nouveau✌🏻 libéral, macroniste de droite, pro police, pro vaccin, pro Israël. Hantise des gauchistes. Et ça fait vroum vroum;LREM
;🇫🇷 🇪🇺 Macroniste, antithéiste, féministe, écomoderniste • Véran fan account • Adhérent @TerresDeProgres @enmarchefr @voixdunucleaire • Gère @France_EUfed;LREM
;contre fachos de gauche #DegageonsMélenchon l'histrion honte de la démocratie et fachos de droite #DegageonsLepen .  #LREM;LREM
;RN 50 D.Départemental adjoint de la Manche   secrétaire 1er circonscription  Normandie   ciro. 5001. 🇫🇷 Une et indivisible !;RN
;Députée du Doubs Commission Culture, Education, Enseignement Sup et Sport #Jeunesse #VieAssociative #Recherche #Spatial #LREM #TerritoiresDeProgrès #CSTI;LREM
;Compte Génération•s le mouvement en Haute-Garonne;Generation.s
;militant à la France insoumise @Fi_Paris19 et attaché parlementaire chargé de la communication pour Danièle Obono. #JLM2022;LFI
;Peintures, Sculptures et nouvelles technologies, Iot JOURNALISTE : à mes heures perdues, je suis la tendance.. Anti :#RN, #LFI, Anti extrêmes #Macron2022;LREM
;Compte officiel de la section MoDem du 19ème arrondissement de Paris;MoDem
;Tout le mode veut que ça change, mais personne ne veut changer (A. E) . Ancien militant #LREM déçu par ce parti. Restaurateur. #Macron2022 évidemment 😎;LREM
;LREM;LREM
;Démocrates de Roissy en Brie, Bienvenue!    Facebook: Modem Roissy en Brie;MoDem
;Valeurs, respect, RN, Je soutiens Zemmour Voilées et barbus s'abstenir mariée   Oust aux dragueurs et dragueuses .catho# jambonbeurre #teampatriote;RN
;Traditionnellement de droite, j'ai choisi de faire confiance à l'intelligence et au courage d'Emmanuel Macron. #StopGiletsJaunes #jesoutienslesFDO;LREM
;Yo ho quand sonne l'heure  Hissons nos couleurs.  Hissez haut, l'âme des pirates  Jamais ne mourra ... Embarquez avec courage ! #LREM #FBPE;LREM
;🔻 - φ - 🐺 • Candidat LFI aux régionales en AuRA « Ensemble @PourNotreRegion » en Isère • Co-animateur de @EgaliteFH_Fi de la @FranceInsoumise • Bénévole @L214;LFI
;Députée du Nord, Libérale, Ecolo et Républicaine. Libre, n'en déplaise @agirEnsemble_AN, Majo Présidentielle @modem #ViveLaPolitiqueLibre;MoDem
;Marre de la gauche, des impôts, du gâchis perpétuel d’argent public et de l’absence d’économies. LR et pragmatique. 3eme degré et politiquement incorrect.;LR
;RN(retired) MN MSc. Using empirical research to understand the world. #TeamTruth #EthicalKetosian *NOT ON Parler!* @mister_hunt on Telegram;RN
;«La France est un paradis peuplé de gens qui se croient en enfer» S.Tesson - Je suis humaniste progressiste ⛔️LFI FN EELV #MacronCompatible #LaFranceSilencieuse;LREM
;Rassemblement National FFE @FNetranger Royaume-Uni/Europe du Nord #Consulaires2021 http://www.uniondesdroitescouk.wordpress.com;RN
;#boomers (33% des français). Soutien 👏 #presidentmacron #LREM  #FDO. Déçu leaders #LR & #PS ⛔. Respect 👫🌳🕷️🐟🐦 environnement. Anti extrêmes. 🇫🇷🇪🇺🗺️.;LREM
;Députée de la 5ème circonscription de l'#Eure #LREM #CDDAT Vice-présidente du Groupe d'études sur la condition #animale;LREM
;Management+Public Relations+Pte Association Building  Senior+Pte Honneur Cobaty PRG+Déléguée Guillaume Vuilletet député Val d'Oise+correspondant L'inclusion EM;LREM
;ex délégué national DLF en charge de l'Occitanie. Désormais adhérant Les Républicains 31, membre Oser La France et Zemmourien à la fois;LR
;Orthophoniste. Maire-adjointe chargée de la Petite Enfance,75020,2001/2008. Féministe, Universaliste, Laïque, Ecologiste. Je vote Macron. #JeMeFeraiVacciner;LREM
;Deux mamans + 2 enfants = beaucoup d’amour ! ❤️🏳️‍🌈/ LGBT / GRSM Courbevoisienne de naissance / LREM courbevoie Directrice Artistique / Musicienne / Art;LREM
;Pointe et clique dans l'#Allier. Collab du groupe PS - #CD03 et Collab parlementaire de @JP_Dufregne - #AN;PS
;J’aime mon pays la France 🇫🇷#ÉricZemmour🇫🇷#RN🇫🇷#Teampatriote🇫🇷#JambonBeurre🇫🇷#Frexit🇫🇷 Amour inconditionnel pour les animaux ❤️Végétarienne 🍎🥕🥦;RN
;Candidate RN avec @ljacobelli  élections départementales - régionales des 20 et 27 juin 2021 pour défendre de la France 🇫🇷 - Pour nos enfants 🇫🇷🇫🇷🇫🇷🇫🇷;RN
;Conseiller municipal délégué de @VilledeMeudon élu sur le social | @LREM | @TerresDeProgres | #républicain 🇨🇵 | #Européen 🇪🇺;LREM
;🇫🇷 Rassemblement National 🇫🇷 Suivi par : @HeleneLaporteRN /@Frdric_Marie /@Olivier_Monteil / @ThierryTsagalos /@JPFillet /@FranckGalbert / @GVZD @dylan_ldv;RN
;#jesuisjournalistecommebouhafs anti_ extrêmes FI/RN/UPR ⛔#StopGiletsJaunes ⛔#StopViolences#jesoutienslesfdo #Macron2022;LREM
;La grossièreté n'est ni une opinion ni un argument.  Macron—compatible mais ne croit pas à la théorie du ruissellement.;LREM
;#antigiletsjaunes🤬😡🇫🇷Je suis EM et fier de l'être Pour info je suis un homme. Pas de MP merci;LREM
;Ma famille politique les Républicains a été injustement attaquée et privée de son candidat naturel. Je rentre en résistance !;LR
;j’aime la politique! Ni PS ni EM ni extrêmes! Nostalgique de Sarkozy! Mariée  1 mari ! Mes 3 fillotes et leurs 7enfants sont mon bonheur! 2 chiennes;LR
;Européen réformiste et optimiste avec #Macron Travailler à remplir le verre à moitié plein plutôt que râler sur le verre à moitié vide.;LREM
;Adhérent militant Rassemblement National;RN
;anti LFI anti RHAINE   team PSG team ASSE  Team Macron;LREM
;Ancien Maire d'Avallon, President ONF, #Bois, #Forêts, agriculture, #Transition énergétique, #Climat, #EnMarche #LREM;LREM
;Membre du Rassemblement National, candidat (colistier) aux élections municipales sur la liste #PourLAmourdeLyon;RN
;#Macron2022 Président @EmmanuelMacron pour transformer la France.🇫🇷🇪🇺🌍 #LaRépubliqueEnMarche @RenewEurope🇪🇺🚀 🇨🇵 👉Stop RN FI 👈;LREM
;Pharmacien en Clinique,Retraitée, ⚘ SARKOZYSTE/ À DROITE TOUTE avec LR de LW ,BELLAMY, R.DATI, D.LISNARD ET SURTOUT TOUJOURS et PLUS :ANTI MACRON 🤬!!;LR
;#macron 2022 Sur mes postes il y a souvent des fautes je ne les corriges jamais si cela ne vous plaît pas continuez votre chemin car je vous en M……..;LREM
;.Membre fondateur Les Républicains. Avec Wauquiez. Avec Bellamy. MerciNS.;LR
;#ZemmourEric❤️#RN🤗 #JeanMessiha 🥰 #TouchePasAuxAnimaux🐶 Fondateur de l'équipe #jambonbeurre 🇫🇷💪👍👌 compte de secours de @juniorbequille;RN
;LREM depuis 2016 // adhérent @LaREM_Champigny // @jeunesMacron94 // #TeamFCBarcelone;LREM
;"Sympathisant LREM. 40ans en rose, j’ai choisi depuis le mvt du pragmatisme. «Nous sommes faits de l’étoffe de nos rêves» W.Shakespeare.""Jeune retraité de l’EN""";LREM
;Professeur de sciences physiques. Adjoint au Maire de #NeufchatelHardelot #Education #DemocrationParticipative #Modem;MoDem
;« N’as de convictions, que celui qui n’a rien approfondi. » EM. C;LREM
;Medecin #Maire adjointe à la transition écologique  à Villemoisson sur Orge #Vice pdte CPTS du val d’orge #LREM #AGIR. née un 4 Juillet;LREM
;Députée @LaREM_AN 2e circo de #Gironde • #Bordeaux • Rapporteure loi #FormPro #Apprentissage • Respo. de texte #SanteAuTravail & #Retraites pr #LREM • @AN_AfSoc;LREM
;🇫🇷J'ai voté Macron 2017 et revoterai en 2022. Je sais d'où je viens. Je ne renie rien de notre histoire. Marcheur de la 1ère heure. Construire pour nos jeunes;LREM
;je vote Macron 👍👍👍;LREM
;Sciences Histoire Informatique, engagé avec @EmmanuelMacron @Carole_Guillerm @MoDem @enmarchefr #Macron2022 #majoritepresidentielle #Chatillon;LREM
;Comité LREM quartier #Bordeaux #Saint Augustin #Majorité présidentielle;LREM
;Centriste @MoDem • Démocrate • Co-fondateur & SN @TeamPropo • Écolo @TeamPlanete • Libéral • BN @J_Democrates • @CharentonModem • @ADMDFRANCE @revenudebasefr;MoDem
;Militante Rassemblement National 🇫🇷 Seine Maritime (76) Candidate aux élections départementales Canteleu ✊ @RNational_off @MLP_officiel @GNation_76 #Normandie;RN
;Passion sport, politique et business | https://t.co/myNnP9DiEx | 🚶‍♂️ resp ethique JAM / CN EM;LREM
;🎈Observatrice du nouveau monde  👩🏽‍⚖️ Droite  ❌NON AU PASS SANITAIRE  🆘Macron dégage.  🚫 LFI (Bon. Sauf en ce moment! );LFI
;Notre objectif : reconstruire les #LR . Lutter ctre les divisions à #droite . Eviter 1 nveau face à face #Macron / #LePen👊💪 Combat contre les #KhmersVerts;LR
;Professeur d’Ecologie à l’Université Paris Saclay. Laboratoire Ecologie, Systémat., Évolution. LREM. Conseiller municipal Chaville 92;LREM
;rassemblement national ville de chambray les tours;RN
;#Fillon2017 #ForceRépublicaine #fxBellamy Ne nous laissons pas faire par Macron ! Tant qu’il y a de l’espoir, il y a de la vie. #JesoutiensFillon #GangTraoré;LR
;"Patron de TPE,""macroniste"", et""grande gueule"", motard, couleurs foncées de ceinture en Judo et karaté, breton exilé dans le sud. Modélisme ferroviaire";LREM
;ProVaccin 💉 pass-sanitaire  anti FI_FN_LR_PC  anti-raleurs,  anti gilets fluo,  pro-LREM, Européen 🇪🇺 écolo anti-EELV Insultes bloquées;LREM
;🇫🇷 L'Aisne est en Marche - Compte Twitter officiel de la République en Marche de l'Aisne (02) 🇫🇷🇪🇺 Grande Marche pour l'Europe 🇪🇺 #LREMAisne #LREM;LREM
;🔭 Docteur en Physique 💫 Metz 🔸 Vice-Présidente MoDem Moselle 🦸🏻‍♀️ Féministe engagée contre les violences faites aux femmes 🌍 Engagée pour la planète;MoDem
;Etre revolutionnaire c'est d'abord assurer la permanence et l'accueil.Après quoi la masturbation intellectuelle est permise. #LR façon #NadineMorano;LR
;Master 2 Sécurité intérieure / Référent départemental des JAM des Alpes Maritimes / Responsable LREM de la 6ème circonscription des Alpes-Maritimes.;LREM
;Force, honneur et patrie 🇫🇷 Ami d'enfance de Thierry ➡️ @GaucheMafia @GaucheMafia2 et de son cousin Gilles @GilouBrugesOff #TeamPatriotes🇫🇷 #RN🇨🇵;RN
;"Macron 2022! de gauche! contre l islamo gauchisme ! mediapart ; libe";LREM
;co-correspondant Europe Paris Centre / co-coordinateur national Coalition Europe @EnMarche - @LREM  / co-animateur Relais Paris @RenewEurope Progressiste;LREM
;Suivi par mes amis d'enfance Thierry ➡️ @GaucheMafia @GaucheMafia2 et son cousin Gilles ➡️ @GilouBrugesOff #TeamPatriotes🇫🇷 #RN🇨🇵;RN
;Député LREM (4ème circonscription d'Ille-et-Vilaine) Commission Affaires culturelles et Éducation (membre) Vice-Président de la Délégation aux Droits des Femmes;LREM
;France Insoumise. #AEC. #JLM2022. Anti (rn, lrem, néolibéraux). Des plantes pas du bitume. Favoriser les habitats alternatifs, Kerterres, etc.;LFI
;Sympathisante LREM, j'aspire à moins d'injustice MAIS je suis réaliste. Extrêmistes, racistes, antisémites, homophobes ne sont pas les bienvenus. Ni RN ni FI !;LREM
;Député européen (1994-1999), a voté #Fillon.  #SoutienRaoult et son équipe de l'IHU Méditerranée.  Ne votera pas Macron en 2022.;LR
;Marcheur de la première heure #LREM Supporter #PSGHand, #Athletisme...ne répond qu aux tweets non anonymes #JeNeVotePasRn;LREM
;🇫🇷🇪🇺🏳️‍🌈 WORLD, EUROPE, FRANCE / NO gods, NO religion, ONLY people  #EnMarche #Macron  ANTI FI / ANTI FN / ANTI Islamistes;LREM
;#LREM #TEAMPHILIPPE #TEAMMACRON;LREM
;Coordinateur départemental de la Ghjuventù Cumunista Corsa  | Membre du CN du @_MJCF | Militant @PCF | AED | Titulaire d'un Master 2 en Histoire & Anthropologie;PCF
;compte NON OFFICIEL d'En Marche, soutien à l'action du président Emmanuel MACRON;LREM
;Toujours Charlie, féministe, républicaine universaliste et laïque. Ni LFI ni RN. Cat lover. #JeSuisSamuelPaty #StandWithFrance #Jemefaisvacciner;LR
;Musicien amateur,  fan de Banda. CoAnimateur LREM! en Aveyron Comité local Alzou-Bassin-Lot;LREM
;citoyen du monde / #politique #societe #numerique #LREM;LREM
;Il paraît que je suis un robot macroniste, ça explique les fuites d'huile.  ❤ sur mes amis insoumis, fachos d'extrême droite et autres con-plotistes.;LREM
;"#Humanist; #Dad; #Husband; #French;  #Patriot; #European; #FBPE; #Pilot (I try); #Engineer; Je soutiens E. Macron.🇫🇷🇪🇺#MacronistesAnonyme #SoldatMacroniste";LREM
;1ère Adjointe au Maire de Courbevoie - VP Conseil Départemental 92 - UDI #fiersdetrecourbevoisiens;UDI
;Je soutiens E. Macron et son gouvernement. Mépris des extrémistes de droite comme de gauche.;LREM
;Je m'interroge souvent mais me réponds rarement 🤔 Liberté,égalité,fraternité. Étant généreux,j'y ajoute laïcité pour faire bon poids. Macroniste et Philippiste;LREM
;AP pour l’été de @V_Riotton ~ Annécien engagé 🌱~ Responsable Lycée @JeunesMacronARA ~ #LREM;LREM
